1.54	5.96
7.16	9.52
10.74	14.34
15.14	17.84
18.88	19.74
20.62	23.80
24.82	31.70
33.32	37.42
38.30	40.06
40.68	42.80
43.42	45.52
46.00	48.28
49.12	50.38
51.22	54.64
55.80	57.44
58.32	61.28
61.76	65.40
66.62	71.04
71.80	73.04
74.24	79.62
80.96	82.26
82.90	84.66
85.70	86.76
87.72	91.98
92.48	94.42
95.50	97.60
98.04	98.92
99.92	102.72
103.58	105.80
106.48	110.08
111.10	112.16
113.38	117.44
118.66	120.78
121.84	124.82
125.72	128.08
128.32	129.18
129.50	131.00
131.86	136.64
137.50	138.44
139.28	142.48
143.34	148.30
148.80	149.66
150.00	152.20
152.72	155.98
157.52	159.82
160.82	161.90
162.80	166.16
