66.69	68.58
68.58	71.33
71.33	76.73
85.20	107.03
107.03	114.21
114.21	118.62
126.02	130.33
130.33	135.68
135.68	143.56
143.56	149.95
149.95	156.77
161.51	169.50
169.56	173.60
173.60	182.05
182.05	187.92
187.92	199.53
199.53	216.65
225.29	229.12
229.12	237.61
237.61	244.15
244.15	247.04
247.04	252.60
281.93	287.85
287.85	293.98
293.98	303.11
303.11	308.71
308.71	317.85
317.85	334.03
334.03	356.83
365.57	375.35
375.35	378.94
395.21	399.87
399.93	408.15
408.15	414.35
414.35	419.81
419.81	428.52
428.52	433.32
449.01	456.15
456.15	460.38
460.38	465.98
465.98	469.27
469.27	475.96
475.96	485.47
485.52	491.31
510.67	527.44
527.51	539.98
539.98	548.25
568.19	581.96
582.00	585.22
585.22	594.67
594.67	602.72
602.72	607.20
607.20	610.76
620.71	625.13
625.13	630.66
630.66	644.54
644.54	656.40
656.40	663.39
663.39	675.08
696.40	702.66
702.66	711.38
711.38	719.59
724.45	731.76
731.76	735.27
735.27	743.50
743.60	757.03
757.03	766.34
766.34	772.00
772.00	786.94
786.94	800.12
800.12	825.50
825.60	836.39
836.39	852.01
852.01	863.18
892.51	904.24
904.24	910.92
910.92	927.00
927.00	931.00
931.00	939.71
946.41	950.32
950.32	968.35
968.35	979.93
983.20	992.05
992.05	1003.82
1003.82	1013.43
1013.43	1019.50
1019.50	1025.90
1027.90	1037.04
1037.04	1041.60
1041.60	1050.30
1061.89	1068.23
1068.23	1087.75
1087.84	1094.79
1123.04	1131.30
1131.30	1137.63
1137.63	1147.06
1147.06	1160.61
1160.61	1165.44
1187.78	1194.40
1194.54	1202.52
1202.52	1207.82
1207.82	1214.59
1214.59	1223.76
1223.76	1240.56
1248.25	1254.95
1254.95	1260.35
1260.35	1270.72
1275.33	1292.48
1300.41	1318.40
1318.40	1322.48
1322.48	1326.13
1326.13	1335.47
1335.47	1343.36
1343.36	1356.44
1369.04	1375.94
1375.94	1391.59
1391.59	1406.08
1423.45	1432.72
1432.72	1449.60
1462.37	1494.19
1503.43	1524.24
1524.24	1529.22
1555.43	1563.35
1563.35	1569.37
1569.37	1573.57
1573.57	1581.14
1590.57	1600.41
1600.41	1612.88
1612.88	1632.32
1647.37	1657.77
1657.77	1661.48
1661.48	1678.00
1689.00	1702.96
1702.96	1708.08
1735.23	1746.94
1746.94	1753.03
1753.03	1761.12
1761.12	1770.58
1770.58	1781.74
1799.05	1809.08
1809.08	1818.01
1838.58	1865.28
1865.28	1878.83
1878.83	1895.05
1895.05	1914.60
1970.10	1985.01
1985.07	1993.30
1993.30	2002.29
2002.38	2014.05
2025.92	2047.13
2047.13	2064.92
2064.92	2086.86
2086.91	2105.09
2105.09	2111.26
2126.05	2140.42
2140.42	2150.15
2150.15	2171.66
2193.52	2208.52
2208.65	2221.50
2221.50	2231.57
2231.57	2249.55
2262.62	2273.85
2273.85	2286.45
2286.45	2294.21
2294.21	2302.53
2314.34	2324.09
2324.09	2331.38
2331.38	2345.95
2346.05	2354.60
2354.60	2361.84
2361.84	2372.53
2372.53	2392.16
2392.16	2403.81
2403.81	2415.84
2415.84	2433.57
2433.63	2445.47
2460.42	2482.46
2492.61	2501.99
2501.99	2509.11
2509.11	2517.14
2529.91	2545.57
2545.57	2550.59
2550.59	2557.21
2557.38	2563.74
2563.74	2585.48
2585.63	2591.54
2601.92	2608.00
2608.00	2617.37
2617.37	2631.04
2631.67	2635.08
2635.08	2641.40
2641.40	2645.46
2645.46	2666.29
2666.29	2674.49
2674.49	2678.43
2678.43	2682.42
2682.42	2701.11
2701.11	2709.24
2722.64	2737.52
2737.52	2743.89
2743.89	2754.45
2754.45	2763.85
2789.47	2799.03
2799.03	2811.32
2811.45	2821.70
2821.70	2828.65
2829.07	2834.20
2834.36	2848.96
2848.96	2861.42
2861.42	2876.08
2884.44	2890.13
2890.13	2894.74
2894.74	2901.96
2901.96	2914.81
2914.96	2920.97
2920.97	2927.01
2927.01	2933.93
2933.93	2938.82
