0.11	2.02
3.82	5.62
5.68	7.80
8.28	10.20
10.85	16.31
16.77	19.82
20.14	22.88
22.91	26.37
26.74	30.85
31.14	36.54
37.00	40.57
40.94	44.17
44.60	49.37
49.74	55.48
56.02	60.65
60.91	65.74
66.34	71.42
72.00	75.62
76.05	80.05
80.45	86.68
87.20	93.14
93.62	99.14
99.25	102.85
103.34	106.82
107.05	109.54
110.02	112.54
112.85	114.25
114.60	117.57
117.60	119.05
119.71	128.17
128.60	134.60
135.05	139.68
139.88	147.65
148.20	153.20
153.74	164.28
164.74	172.25
172.74	176.65
177.02	178.65
179.00	182.14
182.17	192.25
192.77	204.82
205.34	213.71
214.28	219.48
219.94	224.31
225.00	234.42
234.82	246.68
247.31	257.91
258.22	266.17
266.40	267.88
268.77	271.74
272.37	274.37
274.85	277.80
278.28	284.42
286.05	287.68
288.31	293.05
293.74	297.08
297.60	300.11
300.68	303.94
304.80	308.28
309.34	311.48
311.94	316.60
317.37	319.17
320.17	321.85
322.28	325.80
326.08	327.57
327.88	329.80
330.08	332.28
332.71	334.85
335.14	337.62
338.11	340.11
340.54	342.97
344.57	346.54
347.11	351.71
352.40	355.54
356.08	358.88
359.57	364.02
365.08	370.62
372.11	376.17
376.65	380.77
381.40	385.37
385.97	390.05
390.80	392.68
393.14	395.51
395.97	397.85
398.65	402.57
403.60	407.08
407.68	411.91
412.31	413.97
414.85	417.94
418.45	421.28
422.02	424.40
425.57	429.05
429.54	434.08
435.08	438.11
438.57	441.45
442.82	444.31
444.68	448.54
448.91	451.62
452.34	454.02
454.62	457.31
458.11	460.85
461.45	464.00
464.65	467.45
468.05	470.88
471.48	476.31
477.40	480.65
481.17	484.45
