0.13	2.17
2.35	3.75
4.22	10.94
11.81	16.93
16.99	19.79
19.95	22.79
23.07	26.52
26.96	29.75
30.30	33.70
34.11	35.75
36.25	41.16
41.68	46.35
47.11	48.61
49.27	51.85
52.31	56.49
56.99	59.34
59.96	62.56
62.80	67.66
68.02	69.42
69.56	72.82
73.07	73.90
74.06	77.64
77.99	79.64
79.91	82.14
82.38	84.22
84.34	86.25
86.51	88.09
88.33	90.18
90.52	94.31
94.57	98.40
98.76	102.04
102.33	106.07
106.66	109.27
109.47	112.57
112.73	114.19
114.23	115.83
115.89	119.23
119.58	120.87
120.98	122.84
122.84	126.42
126.89	129.56
130.03	133.41
133.94	138.71
139.42	140.90
141.20	144.32
144.97	149.12
149.45	151.51
151.82	154.45
154.71	155.68
155.97	158.09
158.74	161.74
161.98	164.05
164.35	168.10
168.40	170.34
170.51	172.04
172.35	173.14
173.50	177.35
177.57	179.15
179.44	181.58
182.13	185.04
185.37	190.03
190.39	191.54
191.67	192.66
192.94	194.20
194.58	196.91
197.15	198.79
199.04	200.05
200.56	204.02
204.26	206.55
206.87	211.69
212.16	213.92
214.53	218.52
218.78	221.23
221.55	223.60
223.88	226.82
227.26	230.04
230.32	231.46
231.90	235.12
235.45	236.70
236.96	238.64
239.05	243.75
244.11	246.66
247.09	248.14
248.73	252.56
252.72	255.27
255.72	257.44
257.74	259.56
259.93	263.05
263.27	265.82
