0.13	2.79
2.79	8.61
8.61	12.18
12.18	15.32
15.32	23.84
23.84	27.47
27.47	31.64
31.64	38.27
38.27	42.90
42.90	46.58
47.77	51.05
51.05	55.11
55.11	59.49
59.49	65.52
65.52	70.86
70.86	76.50
76.50	80.02
80.02	82.22
82.22	86.80
86.80	91.39
91.39	94.77
94.77	100.56
100.56	103.00
103.00	107.77
107.77	111.32
111.32	120.49
120.49	123.87
123.87	129.03
129.03	132.85
132.85	136.91
136.91	141.64
141.64	149.17
149.17	154.59
154.59	158.72
158.72	167.81
167.81	173.36
173.36	180.10
180.10	183.72
183.72	186.08
186.08	190.81
190.81	194.11
194.11	200.27
200.27	204.46
204.46	208.26
208.26	214.42
214.42	219.51
219.51	224.16
224.16	230.75
230.75	236.25
236.25	242.84
242.84	248.00
248.00	254.85
254.85	260.74
260.74	263.67
263.67	266.52
266.52	269.11
269.11	274.55
274.55	282.09
282.09	289.27
289.27	292.38
292.38	299.62
299.62	306.72
306.72	314.34
314.34	320.70
320.70	324.89
324.89	327.16
327.16	332.71
332.71	339.80
